postcode,courier_company_id,region,local_region,metro,city,state,state_code,branch_location,routing_code,rto_routing_code,cod,cutoff_time,pickup,delivery,sr_region,blocked,block_reason,sr_metro,sr_local_region,ros,suppress_pickup,suppress_delivery,first_mile_pickup,multi_delivery,blocked_pickup,blocked_delivery,delay_pickup,delay_delivery,pickup_supress_date_from,pickup_supress_date_to,delivery_supress_date_from,delivery_supress_date_to,suppress_remark,supress_on,pickup_delay_date_from,pickup_delay_date_to,pickup_delay_days,delivery_delay_date_from,delivery_delay_date_to,delivery_delay_days,delay_remark,multi_delivery
609120,196,2,0,0,"VILLUPURAM - TN","TAMIL NADU",TN,,,,0,11:00,0,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
624052,196,2,0,0,DINDIGUL,"TAMIL NADU",TN,"DINDIGUL BRANCH",,,1,11:00,1,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
624053,196,2,0,0,DINDIGUL,"TAMIL NADU",TN,"DINDIGUL BRANCH",,,1,11:00,1,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
609121,196,2,0,0,MAYILADUTHURAI,"TAMIL NADU",TN,"THANJAVUR BRANCH",,,0,11:00,1,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
624101,196,2,0,0,KODAIKANAL,"TAMIL NADU",TN,"DINDIGUL BRANCH",,,1,11:00,0,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
609122,196,2,0,0,SIRKALI,"TAMIL NADU",TN,,,,0,11:00,0,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
609125,196,2,0,0,SIRKALI,"TAMIL NADU",TN,,,,0,11:00,0,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
609126,196,2,0,0,SIRKALI,"TAMIL NADU",TN,,,,0,11:00,0,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
624105,196,2,0,0,KODAIKANAL,"TAMIL NADU",TN,"DINDIGUL BRANCH",,,1,11:00,1,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
624106,196,2,0,0,KODAIKANAL,"TAMIL NADU",TN,"DINDIGUL BRANCH",,,1,11:00,1,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
609128,196,2,0,0,SIRKALI,"TAMIL NADU",TN,,,,0,11:00,0,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
609129,196,2,0,0,SIRKALI,"TAMIL NADU",TN,,,,0,11:00,0,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
609130,196,2,0,0,SIRKALI,"TAMIL NADU",TN,,,,0,11:00,0,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
609131,196,2,0,0,SIRKALI,"TAMIL NADU",TN,,,,0,11:00,0,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
609201,196,2,0,0,ILANTHOPE,"Tamil Nadu",TN,,,,0,11:00,0,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
609202,196,2,0,0,THANJAVUR,"Tamil Nadu",TN,,,,0,11:00,0,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
624202,196,2,0,0,BATLAGUNDU,"TAMIL NADU",TN,"DINDIGUL BRANCH",,,1,11:00,1,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
624203,196,2,0,0,DINDIGUL,"TAMIL NADU",TN,"DINDIGUL BRANCH",,,1,11:00,1,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
623531,196,2,0,0,Ramanathapuram,"Tamil Nadu",TN,,,,1,11:00,0,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
609203,196,2,0,0,Mayiladuthurai,"Tamil Nadu",TN,,,,0,11:00,0,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
624205,196,2,0,0,MADURAI,"TAMIL NADU",TN,"MADURAI BRANCH",,,1,11:00,1,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
609205,196,2,0,0,TIRUVALAPUTHUR,"Tamil Nadu",TN,,,,0,11:00,0,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
609301,196,2,0,0,Mayiladuthurai,"Tamil Nadu",TN,,,,0,11:00,0,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
609302,196,2,0,0,SEMBANARKOIL,"Tamil Nadu",TN,,,,0,11:00,0,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
609303,196,2,0,0,Nagapattinam,PONDICHERRY,PY,,,,0,11:00,0,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
624214,196,2,0,0,MADURAI,"TAMIL NADU",TN,"MADURAI BRANCH",,,1,11:00,1,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
609304,196,2,0,0,Puducherry,"Tamil Nadu",TN,,,,0,11:00,0,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
609306,196,2,0,0,Peralam,"Tamil Nadu",TN,,,,0,11:00,0,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
624217,196,2,0,0,MADURAI,"TAMIL NADU",TN,"MADURAI BRANCH",,,1,11:00,1,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
609307,196,2,0,0,KARAIKAL,"Tamil Nadu",TN,,,,0,11:00,0,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
609308,196,2,0,0,Karaikal,Pondicherry,PY,,,,0,11:00,0,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
624221,196,2,0,0,MADURAI,"TAMIL NADU",TN,"MADURAI BRANCH",,,1,11:00,1,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
624222,196,2,0,0,MADURAI,"TAMIL NADU",TN,"MADURAI BRANCH",,,1,11:00,1,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
624223,196,2,0,0,VADIPATTI,"TAMIL NADU",TN,"MADURAI BRANCH",,,1,11:00,1,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
609309,196,2,0,0,THARANGAMPADI,"TAMIL NADU",TN,,,,1,11:00,0,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
609310,196,2,0,0,Puducherry,"Tamil Nadu",TN,,,,0,11:00,0,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
624227,196,2,0,0,VADIPATTI,"TAMIL NADU",TN,"MADURAI BRANCH",,,1,11:00,1,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
609311,196,2,0,0,Karaikal,Pondicherry,PY,,,,0,11:00,0,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
609312,196,2,0,0,SEMBANARKOIL,"Tamil Nadu",TN,,,,0,11:00,0,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
609313,196,2,0,0,SEMBANARKOIL,"Tamil Nadu",TN,,,,0,11:00,0,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
624232,196,2,0,0,VADIPATTI,"TAMIL NADU",TN,"MADURAI BRANCH",,,1,11:00,1,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
609314,196,2,0,0,MAYILADURAI,"Tamil Nadu",TN,,,,0,11:00,0,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
624234,196,2,0,0,VADIPATTI,"TAMIL NADU",TN,"MADURAI BRANCH",,,1,11:00,1,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
624301,196,2,0,0,DINDIGUL,"TAMIL NADU",TN,"DINDIGUL BRANCH",,,1,11:00,1,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
624302,196,2,0,0,DINDIGUL,"TAMIL NADU",TN,"DINDIGUL BRANCH",,,1,11:00,1,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
609402,196,2,0,0,Peralam,"Tamil Nadu",TN,,,,0,11:00,0,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
624305,196,2,0,0,DINDIGUL,"TAMIL NADU",TN,"DINDIGUL BRANCH",,,1,11:00,1,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
609403,196,2,0,0,Mayiladuthurai,"Tamil Nadu",TN,,,,0,11:00,0,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
609404,196,2,0,0,PERUNCHERI,"TAMIL NADU",TN,,,,1,11:00,0,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
624310,196,2,0,0,DINDIGUL,"TAMIL NADU",TN,"DINDIGUL BRANCH",,,1,11:00,1,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
624317,196,2,0,0,DHARAPURAM,"TAMIL NADU",TN,"TIRUPUR BRANCH",,,1,11:00,1,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
609405,196,2,0,0,Nagapattinam,"Tamil Nadu",TN,,,,0,11:00,0,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
609502,196,2,0,0,THIRUVARUR,"Tamil Nadu",TN,,,,0,11:00,0,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
624414,196,2,0,0,MADURAI,"TAMIL NADU",TN,"MADURAI BRANCH",,,1,11:00,1,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
609204,196,2,0,0,Mayiladuthurai,"Tamil Nadu",TN,,,,0,11:00,0,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
609504,196,2,0,0,TIRUVARUR,"Tamil Nadu",TN,,,,0,11:00,0,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
609604,196,2,0,0,KARAIKAL,"TAMIL NADU",TN,,,,1,11:00,0,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
624507,196,2,0,0,MELUR,"TAMIL NADU",TN,"MADURAI BRANCH",,,1,11:00,1,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
624513,196,2,0,0,MADURAI,"TAMIL NADU",TN,"MADURAI BRANCH",,,1,11:00,1,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
624601,196,2,0,0,PALANI,"TAMIL NADU",TN,"DINDIGUL BRANCH",,,1,11:00,1,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
624602,196,2,0,0,PALANI,"TAMIL NADU",TN,"DINDIGUL BRANCH",,,1,11:00,1,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
609605,196,2,0,0,KARAIKAL,"TAMIL NADU",TN,"THANJAVUR BRANCH",,,1,11:00,1,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
624611,196,2,0,0,PALANI,"TAMIL NADU",TN,"DINDIGUL BRANCH",,,1,11:00,1,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
609608,196,2,0,0,THANJAVUR,"Tamil Nadu",TN,,,,0,11:00,0,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
624613,196,2,0,0,PALANI,"TAMIL NADU",TN,"DINDIGUL BRANCH",,,1,11:00,1,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
609610,196,2,0,0,KARAIKAL,"TAMIL NADU",TN,,,,0,11:00,0,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
624615,196,2,0,0,PALANI,"TAMIL NADU",TN,"DINDIGUL BRANCH",,,1,11:00,1,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
609701,196,2,0,0,ADALAIYUR,"Tamil Nadu",TN,,,,0,11:00,0,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
624619,196,2,0,0,ODDANCHATRAM,"TAMIL NADU",TN,"DINDIGUL BRANCH",,,1,11:00,1,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
609702,196,2,0,0,THIRUMARUGAL,"TAMIL NADU",TN,,,,1,11:00,0,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
624623,196,2,0,0,DHARAPURAM,"TAMIL NADU",TN,"TIRUPUR BRANCH",,,1,11:00,1,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
624624,196,2,0,0,ODDANCHATRAM,"TAMIL NADU",TN,"DINDIGUL BRANCH",,,1,11:00,1,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
624625,196,2,0,0,DHARAPURAM,"TAMIL NADU",TN,"TIRUPUR BRANCH",,,1,11:00,1,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
624627,196,2,0,0,PALANI,"TAMIL NADU",TN,"DINDIGUL BRANCH",,,1,11:00,1,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
624628,196,2,0,0,DHARAPURAM,"TAMIL NADU",TN,"TIRUPUR BRANCH",,,1,11:00,1,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
609703,196,2,0,0,SIRKAALI,Pondicherry,PY,,,,0,11:00,0,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
609704,196,2,0,0,THIRUVARUR,"Tamil Nadu",TN,,,,0,11:00,0,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
609801,196,2,0,0,TRICHY,"TAMIL NADU",TN,,,,1,11:00,0,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
609811,196,2,0,0,THANJAVUR,"Tamil Nadu",TN,,,,0,11:00,0,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
609813,196,2,0,0,TRICHY,"TAMIL NADU",TN,,,,0,11:00,0,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
610051,196,2,0,0,TIRUVARUR,"TAMIL NADU",TN,,,,0,11:00,0,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
624710,196,2,0,0,DINDIGUL,"TAMIL NADU",TN,"DINDIGUL BRANCH",,,1,11:00,1,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
610101,196,2,0,0,TIRUVARUR,"TAMIL NADU",TN,,,,1,11:00,0,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
610102,196,2,0,0,THIRUVARUR,"Tamil Nadu",TN,,,,0,11:00,0,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
624714,196,2,0,0,DINDIGUL,"TAMIL NADU",TN,"DINDIGUL BRANCH",,,1,11:00,1,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
610103,196,2,0,0,THIRUVARUR,"Tamil Nadu",TN,,,,0,11:00,0,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
624803,196,2,0,0,DINDIGUL,"TAMIL NADU",TN,"DINDIGUL BRANCH",,,1,11:00,1,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
625001,196,2,0,0,MADURAI,"TAMIL NADU",TN,"MADURAI BRANCH",,,1,11:00,1,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
625002,196,2,0,0,MADURAI,"TAMIL NADU",TN,"MADURAI BRANCH",,,1,11:00,1,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
625003,196,2,0,0,MADURAI,"TAMIL NADU",TN,"MADURAI BRANCH",,,1,11:00,1,1,2,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:24:04"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:24:04",,,,,,,,0
